GeneSymbol	#tax_id	GeneID	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
GALNT17	9606	64409	-	GALNACT17|GALNT16|GALNT20|GALNTL3|GalNAc-T17|GalNAc-T19|GalNAc-T5L|WBSCR17	MIM:615137|HGNC:HGNC:16347|Ensembl:ENSG00000185274|AllianceGenome:HGNC:16347	7	7q11.22	polypeptide N-acetylgalactosaminyltransferase 17	protein-coding	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17	O	polypeptide N-acetylgalactosaminyltransferase 17|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like 3|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16|Williams-Beuren syndrome chromosome region 17|galNAc-T-like protein 3|polypeptide GalNAc transferase 3|polypeptide GalNAc transferase-like protein 3|polypeptide N-acetylgalactosaminyltransferase WBSCR17|polypeptide N-acetylgalactosaminyltransferase-like 3|pp-GaNTase-like protein 3|pp-GalNAc-transferase 20|ppGalNAc-T17|protein-UDP acetylgalactosaminyltransferase-like protein 3|putative polypeptide N-acetylgalactosaminyltransferase-like protein 3|williams-Beuren syndrome chromosomal region 17 protein	20250503	-
GALNT6	9606	11226	-	GALNAC-T6|GalNAcT6	MIM:605148|HGNC:HGNC:4128|Ensembl:ENSG00000139629|AllianceGenome:HGNC:4128	12	12q13.13	polypeptide N-acetylgalactosaminyltransferase 6	protein-coding	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	O	polypeptide N-acetylgalactosaminyltransferase 6|GalNAc transferase 6|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6|UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 6|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)|polypeptide GalNAc transferase 6|pp-GaNTase 6|protein-UDP acetylgalactosaminyltransferase 6	20250503	-
GAPDH	9606	2597	-	G3PD|GAPD|HEL-S-162eP	MIM:138400|HGNC:HGNC:4141|Ensembl:ENSG00000111640|AllianceGenome:HGNC:4141	12	12p13.31	glyceraldehyde-3-phosphate dehydrogenase	protein-coding	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	O	glyceraldehyde-3-phosphate dehydrogenase|OCAS, p38 component|Oct1 coactivator in S phase, 38 Kd component|aging-associated gene 9 protein|epididymis secretory sperm binding protein Li 162eP|peptidyl-cysteine S-nitrosylase GAPDH	20250503	-
GAS1	9606	2619	-	-	MIM:139185|HGNC:HGNC:4165|Ensembl:ENSG00000180447|AllianceGenome:HGNC:4165	9	9q21.33	growth arrest specific 1	protein-coding	GAS1	growth arrest specific 1	O	growth arrest-specific protein 1|GAS-1|Growth arrest-specific gene-1	20250503	-
GAS6	9606	2621	-	AXLLG|AXSF	MIM:600441|HGNC:HGNC:4168|Ensembl:ENSG00000183087|AllianceGenome:HGNC:4168	13	13q34	growth arrest specific 6	protein-coding	GAS6	growth arrest specific 6	O	growth arrest-specific protein 6|AXL receptor tyrosine kinase ligand|AXL stimulatory factor	20250503	-
GAS6-DT	9606	100506394	-	GAS6-AS2	HGNC:HGNC:43694|Ensembl:ENSG00000272695|AllianceGenome:HGNC:43694	13	13q34	GAS6 divergent transcript	ncRNA	GAS6-DT	GAS6 divergent transcript	O	GAS6 antisense RNA 2 (head to head)	20250304	-
GASK1B	9606	51313	-	AD021|AD036|C4orf18|ENED|FAM198B	HGNC:HGNC:25312|Ensembl:ENSG00000164125|AllianceGenome:HGNC:25312	4	4q32.1	golgi associated kinase 1B	protein-coding	GASK1B	golgi associated kinase 1B	O	Golgi-associated kinase 1B|expressed in nerve and epithelium during development|family with sequence similarity 198 member B|protein FAM198B	20250503	-
GATA5	9606	140628	-	CHTD5|GATAS|bB379O24.1	MIM:611496|HGNC:HGNC:15802|Ensembl:ENSG00000130700|AllianceGenome:HGNC:15802	20	20q13.33	GATA binding protein 5	protein-coding	GATA5	GATA binding protein 5	O	transcription factor GATA-5|GATA binding factor-5	20250503	-
GATA6	9606	2627	-	-	MIM:601656|HGNC:HGNC:4174|Ensembl:ENSG00000141448|AllianceGenome:HGNC:4174	18	18q11.2	GATA binding protein 6	protein-coding	GATA6	GATA binding protein 6	O	transcription factor GATA-6|GATA-binding factor 6	20250503	-
GATA6-AS1	9606	100128893	-	BM742401|locus5689	HGNC:HGNC:48840|Ensembl:ENSG00000266010|AllianceGenome:HGNC:48840	18	18q11.2	GATA6 antisense RNA 1 (head to head)	ncRNA	GATA6-AS1	GATA6 antisense RNA 1 (head to head)	O	locus 5689	20250304	-
GBP2	9606	2634	-	-	MIM:600412|HGNC:HGNC:4183|Ensembl:ENSG00000162645|AllianceGenome:HGNC:4183	1	1p22.2	guanylate binding protein 2	protein-coding	GBP2	guanylate binding protein 2	O	guanylate-binding protein 2|GTP-binding protein 2|guanine nucleotide-binding protein 2|guanylate binding protein 2, interferon-inducible|interferon-induced guanylate-binding protein 2	20250503	-
GBP4	9606	115361	-	Mpa2	MIM:612466|HGNC:HGNC:20480|Ensembl:ENSG00000162654|AllianceGenome:HGNC:20480	1	1p22.2	guanylate binding protein 4	protein-coding	GBP4	guanylate binding protein 4	O	guanylate-binding protein 4|GBP-4|GTP-binding protein 4|guanine nucleotide-binding protein 4	20250503	-
GCNT1	9606	2650	-	C2GNT|C2GNT-L|C2GNT1|C2GlcNAcT|G6NT|NACGT2|NAGCT2	MIM:600391|HGNC:HGNC:4203|Ensembl:ENSG00000187210|AllianceGenome:HGNC:4203	9	9q21.13	glucosaminyl (N-acetyl) transferase 1	protein-coding	GCNT1	glucosaminyl (N-acetyl) transferase 1	O	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase|beta-1,6-N-acetylglucosaminyltransferase|core 2 GnT|core 2 beta-1,6-N-acetylglucosaminyltransferase I|core 2 beta1,6 N-acetylglucosaminyltransferase-I|core 2 branching enzyme|core2-GlcNAc-transferase|glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)|leukocyte type core 2 beta-1,6-N-acetylglucosaminyltransferase	20250503	-
GCNT2	9606	2651	-	CCAT|CTRCT13|GCNT2C|GCNT5|IGNT|II|NACGT1|NAGCT1|ULG3|bA360O19.2|bA421M1.1	MIM:600429|HGNC:HGNC:4204|Ensembl:ENSG00000111846|AllianceGenome:HGNC:4204	6	6p24.3-p24.2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	protein-coding	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	O	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase|I beta-1,6-N-acetylglucosaminyltransferase|Ii blood group|beta-1,6-N-acetylglucosaminyltransferase 2|glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	20250503	-
GDF11	9606	10220	-	BMP-11|BMP11|VHO	MIM:603936|HGNC:HGNC:4216|Ensembl:ENSG00000135414|AllianceGenome:HGNC:4216	12	12q13.2	growth differentiation factor 11	protein-coding	GDF11	growth differentiation factor 11	O	growth/differentiation factor 11|GDF-11|bone morphogenetic protein 11	20250503	-
GDF15	9606	9518	-	GDF-15|HG|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB	MIM:605312|HGNC:HGNC:30142|Ensembl:ENSG00000130513|AllianceGenome:HGNC:30142	19	19p13.11	growth differentiation factor 15	protein-coding	GDF15	growth differentiation factor 15	O	growth/differentiation factor 15|NRG-1|NSAID (nonsteroidal anti-inflammatory drug)-activated protein 1|NSAID-activated gene 1 protein|NSAID-regulated gene 1 protein|PTGF-beta|macrophage inhibitory cytokine 1|non-steroidal anti-inflammatory drug-activated gene-1|placental TGF-beta|placental bone morphogenetic protein|prostate differentiation factor	20250503	-
GEM	9606	2669	-	KIR	MIM:600164|HGNC:HGNC:4234|Ensembl:ENSG00000164949|AllianceGenome:HGNC:4234	8	8q22.1	GTP binding protein overexpressed in skeletal muscle	protein-coding	GEM	GTP binding protein overexpressed in skeletal muscle	O	GTP-binding protein GEM|GTP-binding mitogen-induced T-cell protein|RAS-like protein KIR|kinase-inducible Ras-like protein	20250503	-
GFPT2	9606	9945	-	GFAT|GFAT 2|GFAT2	MIM:603865|HGNC:HGNC:4242|Ensembl:ENSG00000131459|AllianceGenome:HGNC:4242	5	5q35.3	glutamine-fructose-6-phosphate transaminase 2	protein-coding	GFPT2	glutamine-fructose-6-phosphate transaminase 2	O	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2|D-fructose-6-phosphate amidotransferase 2|glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 2|glutamine: fructose-6-phosphate aminotransferase 2|glutamine:fructose-6-phosphate amidotransferase 2|hexosephosphate aminotransferase 2	20250503	-
GFRA1	9606	2674	-	GDNFR|GDNFR-alpha-1|GDNFRA|GFR-ALPHA-1|GFRalpha-1|RET1L|RETL1|RHDA4|TRNR1	MIM:601496|HGNC:HGNC:4243|Ensembl:ENSG00000151892|AllianceGenome:HGNC:4243	10	10q25.3	GDNF family receptor alpha 1	protein-coding	GFRA1	GDNF family receptor alpha 1	O	GDNF family receptor alpha-1|GDNF receptor alpha 1d|GDNF receptor alpha 1e|GPI-linked anchor protein|Glial cell line-derived neurotrophic factor receptor alpha|PI-linked cell-surface accessory protein|RET ligand 1|TGF-beta-related neurotrophic factor receptor 1	20250503	-
GFRA3	9606	2676	-	GDNFR3	MIM:605710|HGNC:HGNC:4245|Ensembl:ENSG00000146013|AllianceGenome:HGNC:4245	5	5q31.2	GDNF family receptor alpha 3	protein-coding	GFRA3	GDNF family receptor alpha 3	O	GDNF family receptor alpha-3|GDNF receptor alpha-3|GDNFR-alpha-3|GFR-alpha-3|GPI-linked receptor|glial cell line-derived neurotrophic factor receptor alpha-3	20250503	-
GFUS	9606	7264	-	FX|P35B|SDR4E1|TSTA3	MIM:137020|HGNC:HGNC:12390|Ensembl:ENSG00000104522|AllianceGenome:HGNC:12390	8	8q24.3	GDP-L-fucose synthase	protein-coding	GFUS	GDP-L-fucose synthase	O	GDP-L-fucose synthase|3-5 epimerase/4-reductase|GDP-4-keto-6-deoxy-D-mannose epimerase-reductase|GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase|red cell NADP(H)-binding protein|short chain dehydrogenase/reductase family 4E, member 1|testis tissue sperm-binding protein Li 45a|tissue specific transplantation antigen 3|tissue specific transplantation antigen P35B	20250503	-
GGCT	9606	79017	-	C7orf24|CRF21|GCTG|GGC	MIM:137170|HGNC:HGNC:21705|Ensembl:ENSG00000006625|AllianceGenome:HGNC:21705	7	7p14.3	gamma-glutamylcyclotransferase	protein-coding	GGCT	gamma-glutamylcyclotransferase	O	gamma-glutamylcyclotransferase|cytochrome c-releasing factor 21|gamma -glutamyl cyclotransferase	20250503	-
GGH	9606	8836	-	GATD10|GH	MIM:601509|HGNC:HGNC:4248|Ensembl:ENSG00000137563|AllianceGenome:HGNC:4248	8	8q12.3	gamma-glutamyl hydrolase	protein-coding	GGH	gamma-glutamyl hydrolase	O	gamma-glutamyl hydrolase|gamma-Glu-X carboxypeptidase|gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	20250503	-
GGT5	9606	2687	-	GGL|GGT 5|GGT-REL|GGTLA1	MIM:137168|HGNC:HGNC:4260|Ensembl:ENSG00000099998|AllianceGenome:HGNC:4260	22	22q11.23	gamma-glutamyltransferase 5	protein-coding	GGT5	gamma-glutamyltransferase 5	O	glutathione hydrolase 5 proenzyme|gamma-glutamyl cleaving enzyme|gamma-glutamyl transpeptidase-related enzyme|gamma-glutamyl transpeptidase-related protein|gamma-glutamyltransferase-like activity 1|gamma-glutamyltranspeptidase 5|leukotriene-C4 hydrolase	20250503	-
GHR	9606	2690	-	GHBP|GHIP	MIM:600946|HGNC:HGNC:4263|Ensembl:ENSG00000112964|AllianceGenome:HGNC:4263	5	5p13.1-p12	growth hormone receptor	protein-coding	GHR	growth hormone receptor	O	growth hormone receptor|GH receptor|growth hormone binding protein|mutant growth hormone receptor|serum binding protein|somatotropin receptor	20250503	-
GIMAP1	9606	170575	-	HIMAP1|IAN2|IMAP1|IMAP38	MIM:608084|HGNC:HGNC:23237|Ensembl:ENSG00000213203|AllianceGenome:HGNC:23237	7	7q36.1	GTPase, IMAP family member 1	protein-coding	GIMAP1	GTPase, IMAP family member 1	O	GTPase IMAP family member 1|immune-associated nucleotide-binding protein 2|immunity associated protein 1	20250503	-
GIMAP2	9606	26157	-	HIMAP2|IAN12|IMAP2	MIM:608085|HGNC:HGNC:21789|Ensembl:ENSG00000106560|AllianceGenome:HGNC:21789	7	7q36.1	GTPase, IMAP family member 2	protein-coding	GIMAP2	GTPase, IMAP family member 2	O	GTPase IMAP family member 2|immune-associated nucleotide-binding protein 12|immunity associated protein 2	20250503	-
GIMAP4	9606	55303	-	IAN-1|IAN1|IMAP4|MSTP062	MIM:608087|HGNC:HGNC:21872|Ensembl:ENSG00000133574|AllianceGenome:HGNC:21872	7	7q36.1	GTPase, IMAP family member 4	protein-coding	GIMAP4	GTPase, IMAP family member 4	O	GTPase IMAP family member 4|human immune associated nucleotide 1|immune-associated nucleotide-binding protein 1|immunity associated protein 4|immunity-associated nucleotide 1 protein	20250503	-
GIMAP6	9606	474344	-	IAN-2|IAN-6|IAN2|IAN6	MIM:616960|HGNC:HGNC:21918|Ensembl:ENSG00000133561|AllianceGenome:HGNC:21918	7	7q36.1	GTPase, IMAP family member 6	protein-coding	GIMAP6	GTPase, IMAP family member 6	O	GTPase IMAP family member 6|immune associated nucleotide 2|immune associated nucleotide 6|immune-associated nucleotide-binding protein 6	20250503	-
GIMAP7	9606	168537	-	IAN7|hIAN7	MIM:616961|HGNC:HGNC:22404|Ensembl:ENSG00000179144|AllianceGenome:HGNC:22404	7	7q36.1	GTPase, IMAP family member 7	protein-coding	GIMAP7	GTPase, IMAP family member 7	O	GTPase IMAP family member 7|IAN-7|immune associated nucleotide|immune-associated nucleotide-binding protein 7|immunity-associated nucleotide 7 protein	20250503	-
GIMAP8	9606	155038	-	IAN-9|IAN6|IAN9|IANT	MIM:616962|HGNC:HGNC:21792|Ensembl:ENSG00000171115|AllianceGenome:HGNC:21792	7	7q36.1	GTPase, IMAP family member 8	protein-coding	GIMAP8	GTPase, IMAP family member 8	O	GTPase IMAP family member 8|human immune associated nucleotide 6|immune-associated nucleotide-binding protein 9	20250503	-
GINS1	9606	9837	-	IMD55|PSF1	MIM:610608|HGNC:HGNC:28980|Ensembl:ENSG00000101003|AllianceGenome:HGNC:28980	20	20p11.21	GINS complex subunit 1	protein-coding	GINS1	GINS complex subunit 1	O	DNA replication complex GINS protein PSF1|GINS complex subunit 1 (Psf1 homolog)|partner of sld five-1	20250503	-
GINS2	9606	51659	-	HSPC037|PSF2|Pfs2	MIM:610609|HGNC:HGNC:24575|Ensembl:ENSG00000131153|AllianceGenome:HGNC:24575	16	16q24.1	GINS complex subunit 2	protein-coding	GINS2	GINS complex subunit 2	O	DNA replication complex GINS protein PSF2|GINS complex subunit 2 (Psf2 homolog)	20250503	-
GINS4	9606	84296	-	SLD5	MIM:610611|HGNC:HGNC:28226|Ensembl:ENSG00000147536|AllianceGenome:HGNC:28226	8	8p11.21	GINS complex subunit 4	protein-coding	GINS4	GINS complex subunit 4	O	DNA replication complex GINS protein SLD5|SLD5 homolog	20250503	-
GJA4	9606	2701	-	CX37	MIM:121012|HGNC:HGNC:4278|Ensembl:ENSG00000187513|AllianceGenome:HGNC:4278	1	1p34.3	gap junction protein alpha 4	protein-coding	GJA4	gap junction protein alpha 4	O	gap junction alpha-4 protein|connexin-37|gap junction protein, alpha 4, 37kDa	20250503	-
GJC1	9606	10052	-	CX45|GJA7	MIM:608655|HGNC:HGNC:4280|Ensembl:ENSG00000182963|AllianceGenome:HGNC:4280	17	17q21.31	gap junction protein gamma 1	protein-coding	GJC1	gap junction protein gamma 1	O	gap junction gamma-1 protein|CTC-296K1.4|connexin-45|gap junction alpha-7 protein|gap junction protein, gamma 1, 45kDa	20250503	-
GJC2	9606	57165	-	CX46.6|Cx47|GJA12|HLD2|LMPH1C|LMPHM3|PMLDAR|SPG44	MIM:608803|HGNC:HGNC:17494|Ensembl:ENSG00000198835|AllianceGenome:HGNC:17494	1	1q42.13	gap junction protein gamma 2	protein-coding	GJC2	gap junction protein gamma 2	O	gap junction gamma-2 protein|connexin-46.6|connexin-47|gap junction alpha-12 protein|gap junction protein, gamma 2, 47kDa	20250503	-
GLI2	9606	2736	-	CJS|HPE9|PHS2|THP1|THP2	MIM:165230|HGNC:HGNC:4318|Ensembl:ENSG00000074047|AllianceGenome:HGNC:4318	2	2q14.2	GLI family zinc finger 2	protein-coding	GLI2	GLI family zinc finger 2	O	zinc finger protein GLI2|GLI family zinc finger protein 2|GLI-Kruppel family member GLI2|glioma-associated oncogene family zinc finger 2|oncogene GLI2|tax helper protein 1|tax helper protein 2|tax-responsive element-2 holding protein|tax-responsive element-25-bp sequence binding protein	20250503	-
GLI3	9606	2737	-	ACLS|GCPS|GLI3-190|GLI3FL|PAP-A|PAPA|PAPA1|PAPB|PHS|PPDIV	MIM:165240|HGNC:HGNC:4319|Ensembl:ENSG00000106571|AllianceGenome:HGNC:4319	7	7p14.1	GLI family zinc finger 3	protein-coding	GLI3	GLI family zinc finger 3	O	transcriptional activator GLI3|GLI-Kruppel family member GLI3|glioma-associated oncogene family zinc finger 3|oncogene GLI3|zinc finger protein GLI3	20250503	-
GLIPR1	9606	11010	-	CRISP7|GLIPR|RTVP1	MIM:602692|HGNC:HGNC:17001|Ensembl:ENSG00000139278|AllianceGenome:HGNC:17001	12	12q21.2	GLI pathogenesis related 1	protein-coding	GLIPR1	GLI pathogenesis related 1	O	glioma pathogenesis-related protein 1|GLI pathogenesis-related 1 (glioma)|gliPR 1|protein RTVP-1|related to testis-specific, vespid, and pathogenesis proteins 1|testes-specific vespid and pathogenesis protein 1	20250511	-
GLIPR2	9606	152007	-	C9orf19|GAPR-1|GAPR1|gliPR 2	MIM:607141|HGNC:HGNC:18007|Ensembl:ENSG00000122694|AllianceGenome:HGNC:18007	9	9p13.3	GLI pathogenesis related 2	protein-coding	GLIPR2	GLI pathogenesis related 2	O	Golgi-associated plant pathogenesis-related protein 1|17kD fetal brain protein|glioma pathogenesis-related protein 2|golgi-associated PR-1 protein	20250503	-
GLT8D2	9606	83468	-	-	HGNC:HGNC:24890|Ensembl:ENSG00000120820|AllianceGenome:HGNC:24890	12	12q23.3	glycosyltransferase 8 domain containing 2	protein-coding	GLT8D2	glycosyltransferase 8 domain containing 2	O	glycosyltransferase 8 domain-containing protein 2	20250519	-
GLYATL2	9606	219970	-	BXMAS2-10|GATF-B	MIM:614762|HGNC:HGNC:24178|Ensembl:ENSG00000156689|AllianceGenome:HGNC:24178	11	11q12.1	glycine-N-acyltransferase like 2	protein-coding	GLYATL2	glycine-N-acyltransferase like 2	O	glycine N-acyltransferase-like protein 2|acyl-CoA:glycine N-acyltransferase-like protein 2|glycine acyltransferase family-B	20250503	-
GMIP	9606	51291	-	ARHGAP46	MIM:609694|HGNC:HGNC:24852|Ensembl:ENSG00000089639|AllianceGenome:HGNC:24852	19	19p13.11	GEM interacting protein	protein-coding	GMIP	GEM interacting protein	O	GEM-interacting protein	20250503	-
GNA14	9606	9630	-	HG1I	MIM:604397|HGNC:HGNC:4382|Ensembl:ENSG00000156049|AllianceGenome:HGNC:4382	9	9q21.2	G protein subunit alpha 14	protein-coding	GNA14	G protein subunit alpha 14	O	guanine nucleotide-binding protein subunit alpha-14|g alpha-14|guanine nucleotide binding protein (G protein), alpha 14|guanine nucleotide-binding protein 14|heterotrimeric guanine nucleotide-binding protein 1I	20250503	-
GNAS	9606	2778	-	AHO|AIMAH1|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PITA3|POH|SCG6|SgVI	MIM:139320|HGNC:HGNC:4392|Ensembl:ENSG00000087460|AllianceGenome:HGNC:4392	20	20q13.32	GNAS complex locus	protein-coding	GNAS	GNAS complex locus	O	protein ALEX|protein GNAS|protein SCG6 (secretogranin VI)|G protein subunit alpha S|adenylate cyclase-stimulating G alpha protein|alternative gene product encoded by XL-exon|extra large alphas protein|guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1|guanine nucleotide regulatory protein|secretogranin VI	20250514	-
GNAZ	9606	2781	-	HG1H|gz-alpha	MIM:139160|HGNC:HGNC:4395|Ensembl:ENSG00000128266|AllianceGenome:HGNC:4395	22	22q11.22-q11.23	G protein subunit alpha z	protein-coding	GNAZ	G protein subunit alpha z	O	guanine nucleotide-binding protein G(z) subunit alpha|g(x) alpha chain|guanine nucleotide binding protein (G protein), alpha z polypeptide|heterotrimeric guanine nucleotide-binding protein 1H|transducin alpha	20250503	-
GNG11	9606	2791	-	GNGT11|HG3H1	MIM:604390|HGNC:HGNC:4403|Ensembl:ENSG00000127920|AllianceGenome:HGNC:4403	7	7q21.3	G protein subunit gamma 11	protein-coding	GNG11	G protein subunit gamma 11	O	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11|G protein gamma-11 subunit|guanine nucleotide binding protein (G protein), gamma 11|guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-11 subunit|heterotrimeric guanine nucleotide-binding protein 3H1	20250503	-
GNG12	9606	55970	-	HG3A	MIM:615405|HGNC:HGNC:19663|Ensembl:ENSG00000172380|AllianceGenome:HGNC:19663	1	1p31.3	G protein subunit gamma 12	protein-coding	GNG12	G protein subunit gamma 12	O	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12|G-protein gamma-12 subunit|guanine nucleotide binding protein (G protein), gamma 12|heterotrimeric guanine nucleotide-binding protein 3A	20250503	-
GNG7	9606	2788	-	HG3B	MIM:604430|HGNC:HGNC:4410|Ensembl:ENSG00000176533|AllianceGenome:HGNC:4410	19	19p13.3	G protein subunit gamma 7	protein-coding	GNG7	G protein subunit gamma 7	O	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7|guanine nucleotide binding protein (G protein), gamma 7|heterotrimeric guanine nucleotide-binding protein 3B	20250503	-
GOLM1	9606	51280	-	C9orf155|GOLPH2|GP73|HEL46|PSEC0257|bA379P1.3	MIM:606804|HGNC:HGNC:15451|Ensembl:ENSG00000135052|AllianceGenome:HGNC:15451	9	9q21.33	golgi membrane protein 1	protein-coding	GOLM1	golgi membrane protein 1	O	Golgi membrane protein 1|epididymis luminal protein 46|golgi membrane protein GP73|golgi phosphoprotein 2|golgi protein, 73-kD	20250503	-
GOLT1A	9606	127845	-	CGI-141|GOT1|GOT1B|HMFN1187|YMR292W|hGOT1b	MIM:620633|HGNC:HGNC:24766|Ensembl:ENSG00000174567|AllianceGenome:HGNC:24766	1	1q32.1	golgi transport 1A	protein-coding	GOLT1A	golgi transport 1A	O	vesicle transport protein GOT1A	20250503	-
GPAT3	9606	84803	-	AGPAT 10|AGPAT10|AGPAT8|AGPAT9|HMFN0839|LPAAT-theta|MAG1	MIM:610958|HGNC:HGNC:28157|Ensembl:ENSG00000138678|AllianceGenome:HGNC:28157	4	4q21.23	glycerol-3-phosphate acyltransferase 3	protein-coding	GPAT3	glycerol-3-phosphate acyltransferase 3	O	glycerol-3-phosphate acyltransferase 3|1-AGP acyltransferase 9|1-AGPAT 9|1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10|1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9|1-acylglycerol-3-phosphate O-acyltransferase 8|1-acylglycerol-3-phosphate O-acyltransferase 9|GPAT-3|MAG-1|acyl-CoA:glycerol-3-phosphate acyltransferase 3|endoplasmic reticulum associated GPAT|hGPAT3|lung cancer metastasis-associated protein 1|lysophosphatidic acid acyltransferase theta|testis secretory sperm-binding protein Li 213e	20250503	-
GPI	9606	2821	-	AMF|CNSHA4|GNPI|NLK|PGI|PHI|SA-36|SA36	MIM:172400|HGNC:HGNC:4458|Ensembl:ENSG00000105220|AllianceGenome:HGNC:4458	19	19q13.11	glucose-6-phosphate isomerase	protein-coding	GPI	glucose-6-phosphate isomerase	O	glucose-6-phosphate isomerase|autocrine motility factor|hexose monophosphate isomerase|hexosephosphate isomerase|neuroleukin|oxoisomerase|phosphoglucose isomerase|phosphohexomutase|phosphohexose isomerase|phosphosaccharomutase|sperm antigen-36	20250522	-
